id,date,bedrooms,sqft_lot,level
1118000110,2014-05-29,4,13586,high_standard
2210500010,2014-09-30,7,23115,high_standard
3623500205,2014-05-13,4,11023,high_standard
5700004028,2015-04-17,4,6552,high_standard
4389201250,2014-05-13,5,9000,high_standard
2426039123,2015-01-30,5,24250,high_standard
853200040,2015-04-28,5,23250,high_standard
251620090,2014-05-30,4,20734,high_standard
6169900790,2014-06-20,6,10800,high_standard
9185700440,2014-07-28,4,7200,high_standard
4045100075,2015-03-25,4,15188,high_standard
2025069065,2014-09-29,4,8354,high_standard
724069059,2014-05-09,3,11665,high_standard
3880900010,2014-06-04,5,9088,high_standard
3398800055,2014-11-19,4,24825,high_standard
6072800265,2014-08-13,4,19798,high_standard
1725059316,2014-11-20,4,13296,high_standard
1860600135,2014-05-02,5,9050,high_standard
6072800205,2014-11-19,4,20251,high_standard
2579500110,2014-07-01,3,17450,high_standard
2154970020,2014-07-03,4,19412,high_standard
1725059127,2015-02-25,6,11547,high_standard
625059051,2014-09-03,4,22863,high_standard
4139900180,2015-04-20,4,35200,high_standard
1652500010,2015-03-26,4,20759,high_standard
4139300135,2014-07-09,5,17004,high_standard
8085400376,2015-04-21,4,9520,high_standard
1118001201,2015-01-30,4,8402,high_standard
3426049284,2014-08-19,4,15929,high_standard
5536100005,2014-08-08,7,8816,high_standard
3880900170,2014-08-05,4,7100,high_standard
1732801150,2014-07-01,4,9778,high_standard
4389200765,2014-06-25,4,8570,high_standard
8043700105,2015-04-17,4,8175,high_standard
5452301785,2015-02-18,4,13860,high_standard
251620110,2014-07-02,4,18362,high_standard
1225069038,2014-05-05,7,307752,high_standard
3625049088,2014-07-02,4,18916,high_standard
8964800445,2015-02-09,3,14872,high_standard
3262300485,2015-04-21,5,8118,high_standard
5700003985,2014-10-29,4,8125,high_standard
5316100980,2015-03-26,3,7200,high_standard
9831200159,2014-08-06,3,3452,high_standard
1954700695,2014-06-12,5,9453,high_standard
4386700135,2014-11-14,4,8036,high_standard
7855801670,2015-04-01,4,19850,high_standard
1118001215,2015-02-04,3,8700,high_standard
5316100920,2014-07-25,3,7800,high_standard
2524069097,2014-05-09,5,130017,high_standard
518500460,2014-10-08,3,5634,high_standard
7936500109,2014-07-25,3,28064,high_standard
856000635,2015-03-23,4,10800,high_standard
1333300145,2015-03-04,3,30120,high_standard
868001435,2015-01-27,3,16740,high_standard
1973700030,2015-04-29,3,10177,high_standard
1925069082,2015-05-11,5,22703,high_standard
2024069008,2014-06-19,5,10450,high_standard
3629940160,2015-03-11,5,17168,high_standard
1118001295,2014-12-03,4,11098,high_standard
824059305,2015-01-08,5,11652,high_standard
9185700285,2014-12-23,4,7200,high_standard
2425049061,2014-08-25,3,30456,high_standard
4045100190,2014-10-27,4,18000,high_standard
7935000280,2014-08-12,5,35765,high_standard
1954700610,2014-12-09,3,7108,high_standard
2525049259,2014-08-12,4,13162,high_standard
4218400455,2014-07-08,6,11000,high_standard
6377200010,2014-12-08,4,21701,high_standard
5553300375,2014-08-20,3,6495,high_standard
1370800225,2015-03-18,4,6214,high_standard
685000115,2014-10-07,8,9415,high_standard
3761700053,2015-01-05,3,9610,high_standard
5710000005,2014-05-22,4,10320,high_standard
1959701800,2014-07-02,3,5500,high_standard
125069038,2014-11-25,4,453895,high_standard
1338800425,2015-03-04,6,7128,high_standard
4107100204,2014-08-21,4,17820,high_standard
3760500336,2014-11-26,4,19513,high_standard
622049114,2015-02-18,3,24069,high_standard
6065300330,2014-06-20,3,17833,high_standard
3025300226,2014-05-15,4,19865,high_standard
5700003640,2014-05-19,5,10655,high_standard
3861470110,2014-06-23,4,20377,high_standard
9533100285,2014-06-30,4,7965,high_standard
7352200450,2015-01-15,4,19989,high_standard
7424700045,2015-05-13,5,8480,high_standard
3505100756,2014-11-06,4,18834,high_standard
1338300170,2015-03-24,5,8208,high_standard
46100504,2014-06-17,4,22798,high_standard
3585901085,2014-06-04,6,28176,high_standard
2524049318,2014-05-28,4,18000,high_standard
2524049179,2014-08-26,3,44867,high_standard
1732800310,2015-03-02,4,4500,high_standard
2726049034,2014-11-10,3,16387,high_standard
4131900042,2014-05-16,5,10862,high_standard
1724069059,2014-05-24,5,4443,high_standard
3225069241,2015-04-22,3,21064,high_standard
2424059174,2015-05-08,4,35006,high_standard
1068000150,2015-05-01,4,7500,high_standard
2624089007,2015-03-20,2,920423,high_standard
1346300035,2014-06-26,5,5000,high_standard
632000065,2014-06-11,3,13500,high_standard
2311400056,2014-12-01,5,8960,high_standard
2025059026,2015-02-25,4,44384,high_standard
1651500040,2014-08-01,4,12081,high_standard
5017000470,2014-07-10,6,9097,high_standard
1338600225,2014-05-28,8,6480,high_standard
824059321,2014-06-02,4,8510,high_standard
8964800025,2015-02-26,5,13738,high_standard
2806300065,2015-04-22,4,31353,high_standard
1923000260,2014-10-15,5,23373,high_standard
4055701200,2015-04-21,4,7898,high_standard
3124059023,2015-02-13,3,12566,high_standard
2525049113,2014-07-25,4,18713,high_standard
8835800350,2015-01-12,4,167869,high_standard
1568100920,2015-04-08,4,14554,high_standard
5486800070,2014-06-20,7,15235,high_standard
3760500280,2014-10-14,3,12779,high_standard
2425049107,2015-03-05,4,17424,high_standard
5493110020,2015-01-16,4,18745,high_standard
4389201241,2014-12-30,4,6900,high_standard
9809000020,2015-03-13,5,16672,high_standard
2626069030,2015-02-09,4,223462,high_standard
3860900035,2015-04-15,5,16526,high_standard
8081500060,2014-10-01,4,20296,high_standard
5700003630,2014-06-30,5,8050,high_standard
1370802115,2014-12-05,3,6134,high_standard
1118000080,2015-03-31,4,16101,high_standard
1630700380,2015-01-30,5,230868,high_standard
2425049066,2014-06-16,4,34412,high_standard
1118001560,2014-07-10,4,6833,high_standard
2540700110,2015-02-12,4,18564,high_standard
9808700405,2014-06-04,3,13367,high_standard
3024059014,2015-03-25,4,11489,high_standard
1525059261,2015-05-05,5,44315,high_standard
3835500585,2014-10-16,4,12668,high_standard
357000135,2015-02-18,4,7830,high_standard
4389201075,2014-07-31,4,13351,high_standard
4114601580,2014-07-24,6,13237,high_standard
7767000060,2014-09-12,5,16471,high_standard
1330300300,2015-04-15,3,8550,high_standard
3303850330,2014-12-16,4,27755,high_standard
1727001300,2014-06-09,4,112521,high_standard
1827200265,2014-09-11,2,32044,high_standard
2025069140,2015-03-17,3,4334,high_standard
8085400401,2015-01-15,4,9656,high_standard
9809000020,2014-05-13,5,16672,high_standard
249000180,2014-12-01,4,9345,high_standard
824059042,2014-05-30,5,17935,high_standard
715010530,2015-01-13,5,13000,high_standard
2470200020,2014-05-14,4,19542,high_standard
6447300225,2014-11-06,3,17919,high_standard
8923600020,2014-08-06,5,6220,high_standard
3391500050,2014-07-03,4,10929,high_standard
6321000045,2014-12-22,5,7920,high_standard
3885803044,2014-09-02,4,7440,high_standard
1025039086,2014-09-16,3,29111,high_standard
3625700010,2014-05-06,5,15175,high_standard
3262300818,2015-02-27,4,8797,high_standard
7787400105,2015-03-06,4,43560,high_standard
4218400100,2014-09-11,6,6952,high_standard
1524079188,2014-07-29,4,320917,high_standard
9471200065,2014-10-15,5,9600,high_standard
4134300175,2015-04-17,4,14866,high_standard
6744701310,2015-04-15,4,11972,high_standard
5026900235,2014-09-11,4,1880,high_standard
3592500800,2014-10-18,5,6060,high_standard
9201300050,2014-08-14,5,8442,high_standard
809001520,2014-11-05,4,6000,high_standard
1266200140,2015-05-06,4,10335,high_standard
4457300005,2015-03-25,4,11007,high_standard
6752500090,2015-01-27,4,39190,high_standard
2124069115,2014-10-21,4,215186,high_standard
5493110080,2014-08-15,3,39317,high_standard
1051000040,2015-04-24,3,20053,high_standard
1524069044,2014-10-09,4,88714,high_standard
4054530260,2014-06-27,4,53330,high_standard
4094800120,2014-06-19,5,13000,high_standard
1725059136,2014-11-21,4,12873,high_standard
5035300325,2015-04-14,3,15626,high_standard
8081500050,2015-03-02,5,20441,high_standard
1118000465,2015-03-12,3,8295,high_standard
9286730020,2015-03-31,5,20005,high_standard
1337300145,2014-07-21,4,8325,high_standard
5425700205,2014-05-20,4,16953,high_standard
4030100005,2014-12-09,5,39094,high_standard
4385700250,2015-04-07,4,4000,high_standard
323079101,2015-01-23,4,205603,high_standard
3528000040,2015-03-26,3,224442,high_standard
3343302110,2015-03-06,3,13295,high_standard
524059063,2014-05-06,5,10279,high_standard
5078400160,2014-06-05,5,15580,high_standard
1329000090,2014-12-19,4,39098,high_standard
9359100500,2014-05-27,4,13000,high_standard
9320100090,2014-06-10,5,17232,high_standard
5461300150,2014-12-11,5,20274,high_standard
3893100462,2015-02-25,5,8504,high_standard
4139420640,2014-10-30,4,14300,high_standard
7237501190,2014-10-10,4,13402,high_standard
644000040,2015-04-29,4,10912,high_standard
1370803180,2014-08-08,3,7800,high_standard
251500330,2014-10-14,3,19225,high_standard
5457300095,2015-01-07,4,7071,high_standard
8964800050,2015-03-04,3,14603,high_standard
2954400310,2014-09-15,4,38900,high_standard
644000115,2014-09-23,4,10249,high_standard
2525049266,2014-08-21,3,16000,high_standard
4139420370,2014-08-11,4,21630,high_standard
1337800805,2014-07-03,3,4800,high_standard
3304700130,2015-01-28,4,67953,high_standard
8085400586,2014-11-01,4,8975,high_standard
715010130,2015-02-02,6,13928,high_standard
7533800295,2014-08-19,4,7749,high_standard
1336800240,2014-05-08,6,5760,high_standard
250000010,2014-09-24,4,8400,high_standard
250000090,2014-07-14,4,7660,high_standard
715010140,2014-10-02,5,12739,high_standard
3025059072,2014-07-25,4,22710,high_standard
3885808005,2015-03-05,5,5500,high_standard
4219401080,2014-05-20,4,4545,high_standard
1118000935,2014-07-05,4,6513,high_standard
3585901025,2014-06-13,3,32093,high_standard
4219400520,2014-06-16,4,5000,high_standard
1561600056,2014-10-17,4,9654,high_standard
1024049024,2014-12-03,5,7700,high_standard
46100350,2014-06-30,5,26540,high_standard
4094800260,2014-11-26,4,20668,high_standard
6448000100,2014-06-17,4,20570,high_standard
4141800285,2014-07-14,4,8000,high_standard
1088100450,2014-07-25,5,35046,high_standard
1118001805,2014-07-24,4,7623,high_standard
1118001835,2014-12-23,4,7207,high_standard
3738000070,2015-03-09,5,6572,high_standard
3220200040,2014-06-16,3,5432,high_standard
4100500070,2014-05-27,5,14685,high_standard
5154200015,2015-04-14,3,27702,high_standard
2154500060,2014-12-03,5,17100,high_standard
8106100085,2014-05-09,5,23716,high_standard
2175100055,2014-12-30,5,14649,high_standard
1925069066,2014-06-23,3,18731,high_standard
8073000550,2015-04-15,4,17186,high_standard
524059330,2015-01-30,4,8963,high_standard
8146200070,2015-03-10,5,9360,high_standard
1224059053,2014-10-27,5,15250,high_standard
4141010110,2014-08-08,4,15335,high_standard
5493100366,2014-06-25,5,22885,high_standard
1623069046,2015-03-12,4,336283,high_standard
2311400145,2014-10-29,4,8234,high_standard
2655500241,2014-08-14,3,35153,high_standard
7856410411,2014-09-22,4,15246,high_standard
3472800065,2014-08-26,4,9687,high_standard
6600000050,2015-03-10,4,6240,high_standard
9829200250,2015-01-05,3,6600,high_standard
5078400215,2014-07-30,5,7067,high_standard
5457800930,2014-06-13,2,3000,high_standard
6738700335,2014-07-01,4,10900,high_standard
1370800700,2015-02-09,3,5350,high_standard
9178601660,2015-05-14,5,5354,high_standard
9808100185,2014-10-03,4,13515,high_standard
4219401236,2014-05-20,3,8965,high_standard
3528000040,2014-10-01,3,224442,high_standard
4219400580,2014-06-12,4,7500,high_standard
4139480350,2015-01-13,4,12941,high_standard
5093300280,2014-07-09,5,18707,high_standard
6648150040,2014-05-13,5,23723,high_standard
4139500410,2015-01-26,6,16747,high_standard
853600150,2014-05-24,4,68257,high_standard
3459900230,2014-11-25,4,29536,high_standard
3616600003,2015-03-02,3,16972,high_standard
4030100290,2014-10-01,5,7197,high_standard
1329000030,2014-09-04,4,34982,high_standard
5021900140,2014-11-20,5,11466,high_standard
9315600050,2015-03-17,5,19080,high_standard
1455100355,2014-07-08,3,8343,high_standard
629800660,2014-09-09,4,25412,high_standard
1959701745,2014-11-07,6,6600,high_standard
2125059013,2015-04-20,5,40816,high_standard
5350201180,2014-07-20,4,8395,high_standard
5154700060,2014-10-15,4,19200,high_standard
9544200277,2014-10-15,4,11189,high_standard
4218400671,2015-05-05,4,5500,high_standard
1370801520,2014-05-27,4,4815,high_standard
3262300322,2015-04-08,4,13530,high_standard
1068000255,2014-08-27,4,9567,high_standard
1652500060,2014-07-11,8,20666,high_standard
7856400240,2015-02-11,4,9750,high_standard
3343301920,2015-03-02,3,8890,high_standard
9413900035,2015-01-09,4,7500,high_standard
8964800860,2015-02-09,4,11904,high_standard
8964800975,2014-07-31,4,14904,high_standard
1651800030,2014-08-29,4,20400,high_standard
777100005,2014-11-22,3,6203,high_standard
3024059057,2015-05-01,4,16065,high_standard
3885803245,2015-03-05,5,8400,high_standard
2724079090,2015-01-05,4,881654,high_standard
1824079052,2015-04-01,4,210394,high_standard
4104500181,2014-08-12,4,12500,high_standard
8084900195,2014-11-21,6,16200,high_standard
4054550010,2015-04-13,5,118047,high_standard
3528900401,2014-07-01,3,5445,high_standard
6117502230,2014-12-01,3,21164,high_standard
7533800170,2014-07-07,3,6765,high_standard
7787400030,2014-06-09,5,26784,high_standard
9809000010,2015-01-06,5,16583,high_standard
9279700150,2015-02-12,4,8112,high_standard
5318101565,2014-07-03,4,3600,high_standard
6613000585,2015-01-08,3,9362,high_standard
7856400240,2014-06-27,4,9750,high_standard
2450500060,2014-08-26,4,8114,high_standard
3025300250,2015-05-13,4,17709,high_standard
2288900140,2014-12-18,3,4000,high_standard
4139470010,2014-10-06,4,12281,high_standard
9412400220,2014-07-10,4,18200,high_standard
824059331,2014-11-08,5,13260,high_standard
853600310,2014-08-28,5,142725,high_standard
5093300325,2014-05-23,4,11600,high_standard
3861470120,2014-11-26,4,25807,high_standard
2655500235,2015-04-10,4,19088,high_standard
4139910160,2015-04-01,5,32840,high_standard
9253900417,2015-01-28,3,19593,high_standard
3616600250,2014-05-27,3,19000,high_standard
524059148,2014-06-06,4,9583,high_standard
7403200050,2014-11-13,3,23065,high_standard
1118002090,2014-06-28,3,7200,high_standard
9362000080,2015-03-16,5,20925,high_standard
3225079035,2014-06-18,6,230652,high_standard
5318100965,2015-02-17,4,3600,high_standard
6613000750,2014-10-01,4,5000,high_standard
4389200796,2014-05-22,3,12824,high_standard
7215900020,2014-12-09,4,9486,high_standard
1130000005,2014-07-15,3,5000,high_standard
191100435,2014-09-26,5,10125,high_standard
3536900030,2015-02-09,3,21052,high_standard
8722100570,2015-04-03,4,5735,high_standard
5026900160,2015-04-24,5,5374,high_standard
1125079111,2015-04-15,4,871200,high_standard
2624059036,2014-10-03,5,43123,high_standard
9272200090,2015-02-04,4,6000,high_standard
1489300005,2014-08-01,5,7500,high_standard
6600000217,2015-04-03,4,7757,high_standard
8655000070,2014-06-01,5,8239,high_standard
3761100180,2014-09-17,4,13341,high_standard
8964800755,2015-01-16,4,11131,high_standard
7430200060,2015-04-24,4,11063,high_standard
8085400055,2015-04-28,4,16304,high_standard
9471201175,2014-05-06,4,10920,high_standard
3885806105,2014-05-21,3,7200,high_standard
2303900045,2014-06-23,4,74487,high_standard
2524049148,2015-03-17,4,20031,high_standard
5093301285,2015-03-27,4,10500,high_standard
251610020,2015-05-08,4,19991,high_standard
2225059214,2014-08-08,4,51836,high_standard
191100405,2015-04-21,4,10125,high_standard
3066120030,2015-01-27,4,9916,high_standard
5452301810,2014-09-05,5,9240,high_standard
6117502220,2014-11-17,3,22672,high_standard
5021900635,2014-10-28,3,14250,high_standard
6448000090,2014-05-12,5,20150,high_standard
8678500020,2014-12-13,4,131116,high_standard
3342104046,2014-07-08,4,18226,high_standard
7237500390,2014-11-10,5,14731,high_standard
5318100645,2014-05-27,4,5850,high_standard
3271800295,2015-02-03,5,5800,high_standard
1118001370,2015-01-02,3,8828,high_standard
4389200876,2014-07-01,4,12750,high_standard
4389200753,2014-08-19,4,8570,high_standard
1330300451,2014-12-17,3,8500,high_standard
226059096,2014-11-18,5,67319,high_standard
624069050,2015-04-07,4,323215,high_standard
2524049215,2015-05-01,4,17000,high_standard
2311400195,2015-03-03,5,8100,high_standard
8084900170,2014-10-23,5,16200,high_standard
1925059200,2015-04-07,4,17853,high_standard
3262300235,2014-11-26,5,16238,high_standard
9468200109,2014-06-17,3,6240,high_standard
2652501565,2015-04-23,3,4920,high_standard
6448600060,2015-02-26,5,20805,high_standard
8678500060,2014-07-10,5,171626,high_standard
3892500150,2014-05-21,3,26027,high_standard
2525049246,2014-10-17,2,15593,high_standard
3754501240,2015-02-06,3,4600,high_standard
5451300117,2015-04-22,4,17677,high_standard
6613000375,2015-03-17,4,5000,high_standard
2574900080,2014-05-13,5,17458,high_standard
6096500105,2015-04-30,4,3000,high_standard
3395000070,2014-09-27,4,15139,high_standard
3179100180,2015-05-07,5,6960,high_standard
3896100130,2014-06-17,3,7599,high_standard
249000205,2014-10-15,5,8088,high_standard
4289900005,2014-12-30,4,4100,high_standard
8924600020,2014-11-14,4,10050,high_standard
3758900075,2014-05-07,5,8076,high_standard
2524049257,2014-09-18,4,16940,high_standard
7015200335,2014-06-19,4,5131,high_standard
3585900500,2015-04-02,4,21000,high_standard
4139910250,2015-02-10,4,35070,high_standard
1125069153,2014-08-22,4,111078,high_standard
5608000190,2014-07-14,5,13288,high_standard
2617900035,2014-12-01,6,11690,high_standard
2397100705,2014-07-14,4,5328,high_standard
9201300020,2014-08-11,3,9409,high_standard
5608000630,2014-11-03,4,11795,high_standard
2597450620,2014-10-09,3,12105,high_standard
1832100055,2014-06-30,5,11250,high_standard
1336800015,2014-05-21,4,5800,high_standard
46100204,2015-02-21,5,33474,high_standard
7856400300,2015-03-22,2,9400,high_standard
5701500030,2014-06-01,4,7232,high_standard
9402800005,2014-10-28,3,3610,high_standard
7923250090,2015-03-10,3,9015,high_standard
2344300170,2014-08-15,5,12240,high_standard
8964800390,2014-05-08,3,12757,high_standard
6669200200,2015-03-19,5,11500,high_standard
1338800365,2014-05-07,6,6480,high_standard
3232200085,2015-04-28,6,3959,high_standard
7237500360,2014-11-06,4,12968,high_standard
9808700025,2015-02-11,3,21374,high_standard
3885804390,2015-04-21,4,5222,high_standard
622069006,2014-08-20,4,217374,high_standard
629800540,2014-09-09,4,26319,high_standard
2397101185,2015-03-03,5,5400,high_standard
327000050,2014-12-12,4,7199,high_standard
5700004040,2014-09-05,3,8505,high_standard
9320200050,2014-12-16,4,25697,high_standard
4139490190,2014-07-11,4,12426,high_standard
4141800215,2014-11-26,4,4000,high_standard
629000615,2014-10-22,4,10375,high_standard
6448000020,2015-01-29,4,18480,high_standard
9522300010,2015-03-31,3,14608,high_standard
31000165,2014-09-11,5,7821,high_standard
8835770170,2014-08-22,5,279968,high_standard
4139500080,2014-07-18,4,13077,high_standard
8835401250,2015-05-06,6,6440,high_standard
3885805175,2014-10-01,4,7200,high_standard
3885805665,2014-06-12,4,10800,high_standard
7582700075,2014-10-02,4,6120,high_standard
5450900060,2014-09-23,5,19252,high_standard
4217401035,2015-05-07,3,5000,high_standard
8920100066,2014-08-20,4,15411,high_standard
5700003810,2014-07-23,4,7200,high_standard
3892500070,2014-07-28,3,26000,high_standard
5167000140,2014-07-11,3,2264,high_standard
2911700020,2014-07-21,3,22518,high_standard
4217401365,2014-12-10,5,10300,high_standard
5317100530,2014-08-27,4,6179,high_standard
4139910180,2015-01-14,5,31570,high_standard
6762700515,2015-04-21,3,5000,high_standard
1118001360,2015-02-18,3,7080,high_standard
6645900010,2014-11-20,4,10189,high_standard
4139900050,2014-05-19,4,34460,high_standard
6169900580,2014-07-09,6,6420,high_standard
98000150,2015-01-02,4,22093,high_standard
9551201240,2014-10-30,4,4000,high_standard
868001705,2015-02-06,3,9900,high_standard
1251200045,2014-06-20,5,4800,high_standard
9197800010,2014-10-17,4,14353,high_standard
98300230,2015-04-28,4,130208,high_standard
1338800280,2014-09-29,4,6900,high_standard
1235100328,2015-02-25,5,11334,high_standard
1724069079,2015-03-19,2,3128,high_standard
4055700030,2015-05-02,3,24920,high_standard
824059324,2015-03-25,4,8301,high_standard
3760500455,2015-02-24,3,15720,high_standard
8964800695,2015-03-27,3,13529,high_standard
1689400375,2014-08-05,4,3900,high_standard
3025300225,2014-10-31,5,19865,high_standard
7324900016,2014-10-21,5,9090,high_standard
9831200172,2015-02-27,4,2199,high_standard
4340000080,2015-03-27,4,7809,high_standard
3528900330,2014-07-07,4,4103,high_standard
7855000460,2014-10-07,3,9671,high_standard
2625069038,2014-11-24,4,108865,high_standard
629800380,2014-10-13,4,24603,high_standard
6645950070,2015-04-01,4,38012,high_standard
1373800295,2014-10-13,3,6320,high_standard
4389200955,2015-03-02,4,17789,high_standard
6169901085,2014-08-07,4,3600,high_standard
1377300005,2015-04-01,4,8580,high_standard
5494000040,2014-12-01,4,9547,high_standard
9831200520,2014-10-06,4,5000,high_standard
5556300076,2015-04-23,3,9705,high_standard
8835900220,2014-08-28,2,16637,high_standard
809002680,2014-10-14,4,6000,high_standard
2025049111,2014-06-19,3,3819,high_standard
5456000025,2014-12-01,5,8000,high_standard
1102000527,2014-09-02,4,9231,high_standard
4139430250,2015-03-30,4,16582,high_standard
856000985,2014-11-06,4,7364,high_standard
4232900310,2014-10-29,5,3600,high_standard
8964800225,2015-03-03,3,12017,high_standard
9290900160,2014-09-11,4,27589,high_standard
868002335,2015-03-04,3,9204,high_standard
1336800670,2014-12-29,5,6240,high_standard
6819100020,2014-05-29,4,6000,high_standard
98000130,2015-03-24,4,24054,high_standard
4385700425,2014-05-05,2,4000,high_standard
7419500200,2015-04-01,5,11438,high_standard
7933250050,2014-10-28,5,4500,high_standard
4139900120,2014-06-05,4,43950,high_standard
4055700378,2014-10-09,4,38016,high_standard
6613001241,2014-08-11,4,4408,high_standard
7856400300,2014-07-02,2,9400,high_standard
284000025,2015-04-20,2,18525,high_standard
5427100150,2014-06-26,4,16684,high_standard
7237550100,2014-08-25,4,50621,high_standard
2524049018,2014-12-05,5,16789,high_standard
3225059223,2014-05-19,4,10769,high_standard
9253900408,2015-04-08,3,19530,high_standard
4054530240,2015-04-27,4,66613,high_standard
1336800880,2014-08-22,4,5160,high_standard
3931900510,2014-08-29,4,7800,high_standard
1370801331,2014-08-04,4,9630,high_standard
2102700025,2014-10-09,5,9270,high_standard
2451000070,2015-04-02,4,8879,high_standard
5315100277,2014-05-13,5,7924,high_standard
148000475,2014-05-28,4,9160,high_standard
4217401055,2014-05-02,4,4000,high_standard
5699000070,2014-05-28,4,7000,high_standard
3585300194,2015-03-24,5,32700,high_standard
1370801440,2015-03-25,4,7815,high_standard
328000160,2014-12-11,5,7920,high_standard
1118001645,2015-01-30,3,6073,high_standard
1250203070,2014-05-14,3,7200,high_standard
1370800935,2014-06-18,3,5500,high_standard
2068000270,2014-08-05,5,14990,high_standard
9359100750,2014-10-31,4,10550,high_standard
8823900290,2015-03-17,9,5508,high_standard
4139480200,2014-12-09,4,12103,high_standard
3303850290,2015-04-09,5,22326,high_standard
